Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Davos
Altitude [m asl]:         1594 m
Coordinates:              46° 48.8' N / 9° 50.6' E

Reference date of homogenization:
         Temperature:     01.12.2009
         Precipitation:   01.12.2007

Last inhomogeneity provisionally corrected:
         Temperature:     yes
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            7.12.2015


Year  Month        Temperature      Precipitation  
1941      5                3.2               60.4  
1941      6                9.8              104.3  
1941      7               12.0              136.9  
1941      8                9.3              158.2  
1941      9                6.6               50.8  
1941     10                1.8               68.4  
1941     11               -2.4               50.6  
1941     12               -5.8               47.2  
1942      1              -10.4               57.6  
1942      2               -8.6               14.9  
1942      3                0.3               39.3  
1942      4                2.2               41.2  
1942      5                6.1               94.0  
1942      6                9.3              153.0  
1942      7               10.6              115.7  
1942      8               10.7              117.8  
1942      9                9.6               90.1  
1942     10                6.0              106.0  
1942     11               -3.5               30.3  
1942     12               -4.0               10.3  
1943      1               -5.7               72.2  
1943      2               -4.5               33.2  
1943      3               -0.1               37.9  
1943      4                2.2              116.8  
1943      5                7.0              100.6  
1943      6                7.9              153.2  
1943      7               11.1              111.8  
1943      8               12.5               54.7  
1943      9                8.8              130.8  
1943     10                5.3                0.0  
1943     11               -2.6               34.1  
1943     12               -4.8               18.9  
1944      1               -5.3               67.1  
1944      2               -8.3              119.5  
1944      3               -6.2              115.0  
1944      4                2.3               17.2  
1944      5                5.9               42.6  
1944      6                8.5               95.4  
1944      7               10.8              140.8  
1944      8               13.7               75.0  
1944      9                7.5              113.4  
1944     10                2.7               78.4  
1944     11               -2.9              181.5  
1944     12               -8.0               58.5  
1945      1              -11.7               40.4  
1945      2               -2.6               93.9  
1945      3               -1.5              168.5  
1945      4                2.1               62.7  
1945      5                7.3              104.2  
1945      6               11.0               61.2  
1945      7               12.7               70.6  
1945      8               10.3              124.5  
1945      9                8.0               90.0  
1945     10                2.7               50.9  
1945     11               -3.0               32.3  
1945     12               -5.0               69.6  
1946      1               -7.4               33.9  
1946      2               -3.7              185.2  
1946      3               -1.0               11.4  
1946      4                4.2               12.3  
1946      5                7.5               85.5  
1946      6                8.4              193.0  
1946      7               12.2              126.5  
1946      8               10.7              133.9  
1946      9                9.3               40.2  
1946     10                2.9               32.0  
1946     11               -1.2               35.8  
1946     12               -6.5               39.3  
1947      1               -9.4               44.4  
1947      2               -5.7               20.0  
1947      3                0.0               92.3  
1947      4                4.1               34.0  
1947      5                8.7               62.9  
1947      6               11.1              160.7  
1947      7               13.0              157.4  
1947      8               12.4              114.0  
1947      9                9.5               26.1  
1947     10                4.7               24.8  
1947     11                0.2              141.3  
1947     12               -5.5              105.7  
1948      1               -2.9               90.1  
1948      2               -5.2              164.5  
1948      3                0.0               53.4  
1948      4                2.4               49.1  
1948      5                7.9               32.6  
1948      6                8.0              232.6  
1948      7                8.5              148.4  
1948      8               10.7              143.4  
1948      9                8.1               48.1  
1948     10                4.5               25.5  
1948     11                0.4                7.7  
1948     12               -4.0               23.0  
1949      1               -5.2              107.9  
1949      2               -5.6               16.4  
1949      3               -4.5               60.7  
1949      4                4.2               74.0  
1949      5                6.0               57.1  
1949      6                9.3               87.5  
1949      7               11.9              109.9  
1949      8               11.2               88.3  
1949      9               10.5               76.3  
1949     10                5.7               40.4  
1949     11               -1.9               47.3  
1949     12               -3.7               67.5  
1950      1               -6.8              106.0  
1950      2               -3.4               94.9  
1950      3               -1.7                7.6  
1950      4                0.1               91.7  
1950      5                7.5               68.7  
1950      6               11.6               93.6  
1950      7               13.0              149.2  
1950      8               11.3              141.4  
1950      9                7.3              109.0  
1950     10                3.4               11.6  
1950     11               -1.8              141.5  
1950     12               -7.5               28.7  
1951      1               -5.0              212.5  
1951      2               -4.5               73.1  
1951      3               -3.7               73.0  
1951      4                0.5               37.5  
1951      5                5.5               35.9  
1951      6                9.1              137.0  
1951      7               11.7              113.5  
1951      8               10.8              162.5  
1951      9                9.2               47.3  
1951     10                3.6                5.9  
1951     11                0.8              124.8  
1951     12               -3.8               26.1  
1952      1               -7.5               63.7  
1952      2               -7.3               71.9  
1952      3               -0.8               68.3  
1952      4                3.4               23.0  
1952      5                6.4               61.9  
1952      6               10.6              100.3  
1952      7               13.8               88.6  
1952      8               11.5              136.5  
1952      9                4.6              143.5  
1952     10                2.5              110.2  
1952     11               -4.3              177.7  
1952     12               -6.1               81.6  
1953      1               -9.3               18.1  
1953      2               -7.4               38.5  
1953      3               -2.1                4.5  
1953      4                2.8               47.4  
1953      5                6.9               48.5  
1953      6                7.7              188.8  
1953      7               11.3              150.0  
1953      8               10.4               81.9  
1953      9                8.9               71.2  
1953     10                5.4               63.6  
1953     11               -0.2                3.5  
1953     12               -1.7               28.6  
1954      1               -8.8              178.2  
1954      2               -5.9               25.7  
1954      3               -1.2               29.9  
1954      4                0.0               47.7  
1954      5                4.5              109.8  
1954      6                9.3              131.2  
1954      7                8.2              164.6  
1954      8                9.1              201.7  
1954      9                8.2              108.9  
1954     10                3.7               65.5  
1954     11               -0.6               19.3  
1954     12               -3.8              220.6  
1955      1               -4.1               51.5  
1955      2               -6.0              131.8  
1955      3               -4.5                9.6  
1955      4                0.3               65.2  
1955      5                4.5              107.7  
1955      6                9.0              114.5  
1955      7               10.2              132.4  
1955      8                9.5               73.4  
1955      9                7.2               68.1  
1955     10                2.2               57.5  
1955     11               -2.1               13.4  
1955     12               -2.3               63.0  
1956      1               -5.1               78.2  
1956      2              -14.8               16.1  
1956      3               -3.0               73.7  
1956      4                0.0               22.7  
1956      5                5.9               80.6  
1956      6                6.4              121.8  
1956      7               10.9              144.4  
1956      8                9.6              167.2  
1956      9                9.1              109.6  
1956     10                1.6               82.3  
1956     11               -3.7               40.9  
1956     12               -5.7                7.2  
1957      1               -6.0               41.8  
1957      2               -1.8               75.3  
1957      3                1.2               41.0  
1957      4                1.9               33.4  
1957      5                3.4               62.4  
1957      6               10.3              136.7  
1957      7               10.6              206.4  
1957      8                9.5              136.4  
1957      9                6.8               77.9  
1957     10                4.2               13.2  
1957     11                0.3               34.7  
1957     12               -4.9               25.2  
1958      1               -6.6               82.0  
1958      2               -2.8              115.9  
1958      3               -5.6               38.2  
1958      4               -0.8               56.6  
1958      5                8.2               45.8  
1958      6                8.7              134.7  
1958      7               11.4              169.0  
1958      8               11.4              131.0  
1958      9                9.6               73.6  
1958     10                2.6              174.9  
1958     11               -1.1               16.7  
1958     12               -3.7               54.1  
1959      1               -6.4               52.4  
1959      2               -3.6               22.2  
1959      3                1.0               27.6  
1959      4                2.8               29.9  
1959      5                6.3               71.6  
1959      6                8.9               98.9  
1959      7               12.0              100.3  
1959      8               10.3               47.4  
1959      9                9.3               32.0  
1959     10                3.9               52.7  
1959     11               -2.4               41.4  
1959     12               -3.7               73.0  
1960      1               -5.8               41.4  
1960      2               -3.3               40.8  
1960      3               -0.3               43.7  
1960      4                1.6               34.2  
1960      5                7.3               86.4  
1960      6               10.1               95.0  
1960      7                9.3              164.2  
1960      8                9.9              212.5  
1960      9                6.7              188.2  
1960     10                2.6              144.4  
1960     11                0.0               52.5  
1960     12               -4.7               33.0  
1961      1               -5.2               33.1  
1961      2               -2.1              128.0  
1961      3               -1.0               40.2  
1961      4                4.6               41.0  
1961      5                4.4              130.7  
1961      6               10.3               97.2  
1961      7                9.9               82.1  
1961      8               10.7               97.1  
1961      9               11.4               13.3  
1961     10                4.9               46.3  
1961     11               -0.5               21.1  
1961     12               -3.3               61.8  
1962      1               -4.7               89.1  
1962      2               -6.4              127.1  
1962      3               -5.5               43.1  
1962      4                0.4               65.2  
1962      5                3.8               96.7  
1962      6                8.2               41.9  
1962      7               10.2               66.2  
1962      8               12.0               82.2  
1962      9                7.6               91.4  
1962     10                4.1               11.2  
1962     11               -2.8               31.1  
1962     12               -7.5              140.2  
1963      1              -10.6               29.5  
1963      2               -9.0               11.1  
1963      3               -2.7               57.1  
1963      4                2.4               50.6  
1963      5                5.2               65.9  
1963      6                9.2              118.5  
1963      7               12.0              118.6  
1963      8               10.0              206.7  
1963      9                8.2               57.9  
1963     10                3.8               40.9  
1963     11                0.8              112.6  
1963     12               -6.7               14.5  
1964      1               -5.6               10.0  
1964      2               -3.6               25.7  
1964      3               -1.8               40.0  
1964      4                2.7               66.2  
1964      5                7.7               48.0  
1964      6               10.7               76.7  
1964      7               12.2               90.6  
1964      8                9.8              137.6  
1964      9                8.2               52.4  
1964     10                1.9               99.7  
1964     11                0.7              103.7  
1964     12               -5.7               54.7  
1965      1               -4.6               34.0  
1965      2               -9.8               34.4  
1965      3               -2.8               58.9  
1965      4               -0.3               63.4  
1965      5                4.6              111.5  
1965      6                9.4              151.5  
1965      7               10.1              133.9  
1965      8                9.4              139.6  
1965      9                6.0              199.5  
1965     10                5.0                2.9  
1965     11               -1.5               73.6  
1965     12               -4.5              166.6  
1966      1               -7.8               41.4  
1966      2               -0.4               54.2  
1966      3               -3.9               86.9  
1966      4                2.6               45.5  
1966      5                5.8              103.8  
1966      6                9.9              130.5  
1966      7                9.3              201.4  
1966      8                9.1              147.9  
1966      9                9.2               61.7  
1966     10                6.4               54.1  
1966     11               -3.9               77.6  
1966     12               -5.4              109.1  
1967      1               -6.0               43.2  
1967      2               -4.2               59.8  
1967      3               -1.5              130.2  
1967      4                0.2               56.2  
1967      5                5.3               96.1  
1967      6                8.0               79.6  
1967      7               12.7              142.3  
1967      8               11.1              159.4  
1967      9                7.4               94.7  
1967     10                5.8               49.4  
1967     11                0.6               62.4  
1967     12               -6.6               26.7  
1968      1               -7.3              237.9  
1968      2               -3.6               18.5  
1968      3               -2.6               75.9  
1968      4                2.7               42.9  
1968      5                5.7               84.3  
1968      6                9.3               87.1  
1968      7               10.4              120.5  
1968      8                9.3              116.5  
1968      9                6.9              119.3  
1968     10                6.0               38.5  
1968     11                0.3               60.3  
1968     12               -5.5               54.3  
1969      1               -4.2               27.3  
1969      2               -7.6               42.5  
1969      3               -1.7               17.1  
1969      4                1.5               70.6  
1969      5                7.8              116.7  
1969      6                7.6              153.8  
1969      7               12.3              129.2  
1969      8                9.8              147.3  
1969      9                9.5               36.9  
1969     10                6.0                4.3  
1969     11               -1.2               99.1  
1969     12               -8.3               29.3  
1970      1               -4.0               35.9  
1970      2               -6.3              207.0  
1970      3               -4.8               76.6  
1970      4               -1.2               93.8  
1970      5                4.1               87.4  
1970      6               10.6               71.0  
1970      7               10.9              108.2  
1970      8               10.9              254.6  
1970      9                9.0               73.8  
1970     10                3.2              122.9  
1970     11                0.4               78.1  
1970     12               -5.6               28.9  
1971      1               -4.7               15.1  
1971      2               -5.2               61.0  
1971      3               -5.9               27.5  
1971      4                4.2               20.8  
1971      5                7.7               78.3  
1971      6                7.8              153.3  
1971      7               12.5               74.9  
1971      8               12.6              124.9  
1971      9                7.4               30.9  
1971     10                5.4               12.6  
1971     11               -2.1               68.6  
1971     12               -2.4               35.4  
1972      1               -4.6               12.7  
1972      2               -1.1                9.9  
1972      3                1.1               21.7  
1972      4                1.2               70.8  
1972      5                5.1               91.8  
1972      6                8.2              119.8  
1972      7               10.2              172.2  
1972      8               10.3               58.7  
1972      9                5.1               27.2  
1972     10                3.0               98.6  
1972     11               -1.0               82.1  
1972     12               -3.1               14.0  
1973      1               -3.8               41.3  
1973      2               -6.7               50.3  
1973      3               -3.4               17.7  
1973      4               -1.7               55.0  
1973      5                7.3               82.8  
1973      6               10.1              120.9  
1973      7               10.3              163.6  
1973      8               12.9               93.0  
1973      9                9.1              103.9  
1973     10                2.8               73.6  
1973     11               -1.1              106.5  
1973     12               -5.0              115.6  
1974      1               -2.3               77.1  
1974      2               -2.7               62.3  
1974      3               -0.4               32.5  
1974      4                1.3               32.9  
1974      5                4.9              107.6  
1974      6                7.2              158.7  
1974      7               10.6              137.2  
1974      8               11.9              111.5  
1974      9                7.7              117.3  
1974     10               -1.6               86.2  
1974     11               -1.5               96.8  
1974     12               -3.3              102.8  
1975      1               -2.3               80.5  
1975      2               -3.9                6.2  
1975      3               -2.7               70.3  
1975      4                0.9               64.2  
1975      5                6.5               59.2  
1975      6                7.9              140.8  
1975      7               11.1              152.2  
1975      8               11.0              132.1  
1975      9               10.3               77.3  
1975     10                3.4               25.6  
1975     11               -1.3               79.9  
1975     12               -4.2               10.1  
1976      1               -5.3               85.3  
1976      2               -2.5               10.4  
1976      3               -2.4                9.2  
1976      4                1.6               32.6  
1976      5                7.1               74.2  
1976      6               10.9               98.2  
1976      7               11.1              185.0  
1976      8                8.9              107.3  
1976      9                6.1              195.1  
1976     10                5.8               90.7  
1976     11               -1.8               67.4  
1976     12               -6.6               71.8  
1977      1               -4.2               60.5  
1977      2               -2.8              108.7  
1977      3                0.8               67.2  
1977      4                0.1              108.6  
1977      5                6.1               71.0  
1977      6                9.3               84.7  
1977      7               10.9              152.1  
1977      8                9.4              199.8  
1977      9                6.9               43.7  
1977     10                6.5               30.7  
1977     11               -1.8               60.6  
1977     12               -2.9               52.6  
1978      1               -5.1               62.5  
1978      2               -4.4               68.6  
1978      3               -1.4              126.7  
1978      4                0.5               33.2  
1978      5                4.2              122.9  
1978      6                8.0              121.2  
1978      7               10.1              151.4  
1978      8                9.7              124.9  
1978      9                7.6              114.6  
1978     10                4.0               69.3  
1978     11                0.4                4.2  
1978     12               -2.2               32.5  
1979      1               -7.2               63.2  
1979      2               -3.6               30.5  
1979      3               -1.1              154.7  
1979      4               -0.6               44.8  
1979      5                5.6               93.2  
1979      6                9.5              123.1  
1979      7               10.2              105.1  
1979      8                9.5              172.5  
1979      9                7.9              162.3  
1979     10                6.2              105.3  
1979     11               -2.3              156.7  
1979     12               -2.5              108.6  
1980      1               -6.2               51.4  
1980      2               -2.9               63.0  
1980      3               -1.5               47.8  
1980      4               -1.5               58.1  
1980      5                4.4               59.3  
1980      6                7.4              182.1  
1980      7                9.2              180.6  
1980      8               12.0               92.4  
1980      9                9.3               20.7  
1980     10                2.9              169.9  
1980     11               -1.3               37.4  
1980     12               -6.4               60.1  
1981      1               -8.1              167.9  
1981      2               -7.1               32.2  
1981      3                0.7               82.3  
1981      4                3.6               16.7  
1981      5                6.2               99.1  
1981      6                9.8               67.0  
1981      7               10.1              244.7  
1981      8               11.5               66.6  
1981      9                8.8              158.2  
1981     10                3.3              110.1  
1981     11               -2.2               78.8  
1981     12               -5.7              103.8  
1982      1               -3.6              141.8  
1982      2               -4.8                4.1  
1982      3               -3.1               49.8  
1982      4                0.2               16.5  
1982      5                6.2               66.5  
1982      6               10.1              206.7  
1982      7               13.0               98.3  
1982      8               10.7              186.2  
1982      9               10.2               73.5  
1982     10                4.0               42.5  
1982     11                0.8               63.2  
1982     12               -3.7               65.7  
1983      1               -3.6              177.9  
1983      2               -8.0               31.4  
1983      3               -1.0               33.9  
1983      4                2.3               63.0  
1983      5                4.5              204.1  
1983      6               10.0               63.7  
1983      7               15.0               50.7  
1983      8               11.2              126.6  
1983      9                8.9              163.2  
1983     10                4.8               49.4  
1983     11                0.1               74.3  
1983     12               -3.8               47.9  
1984      1               -5.7               65.3  
1984      2               -7.6               87.1  
1984      3               -4.6               41.2  
1984      4                0.1               26.8  
1984      5                4.0               71.5  
1984      6                8.7              116.7  
1984      7               11.3               58.3  
1984      8               10.6              105.6  
1984      9                6.2              227.0  
1984     10                5.2               47.9  
1984     11                2.1               39.3  
1984     12               -3.2               28.6  
1985      1               -9.6               43.3  
1985      2               -4.3               46.2  
1985      3               -2.9               29.9  
1985      4                1.1              107.6  
1985      5                6.5               74.5  
1985      6                7.8              115.6  
1985      7               13.2              142.3  
1985      8               10.8              217.4  
1985      9                9.8               48.1  
1985     10                5.5                6.1  
1985     11               -4.7               52.2  
1985     12               -1.6               30.7  
1986      1               -6.2              192.7  
1986      2               -9.2               13.0  
1986      3               -0.8               42.1  
1986      4                1.0               70.2  
1986      5                8.7               71.8  
1986      6                9.5               94.9  
1986      7               11.1              127.5  
1986      8               11.4              166.8  
1986      9                9.2               27.6  
1986     10                5.7               46.4  
1986     11                0.5               23.9  
1986     12               -3.8              116.5  
1987      1               -7.9               50.4  
1987      2               -3.8               54.4  
1987      3               -5.7               80.1  
1987      4                2.3               46.4  
1987      5                3.6              133.2  
1987      6                7.8              219.7  
1987      7               12.0              241.3  
1987      8               11.1              126.8  
1987      9               11.3               94.5  
1987     10                6.7               33.8  
1987     11               -0.5               42.7  
1987     12               -1.4               48.5  
1988      1               -2.2               51.2  
1988      2               -5.3               58.5  
1988      3               -3.8              177.5  
1988      4                3.0               30.5  
1988      5                7.8              132.1  
1988      6                8.7              111.2  
1988      7               12.4               88.5  
1988      8               11.8              167.0  
1988      9                8.3               67.3  
1988     10                6.9               68.3  
1988     11               -1.9               27.2  
1988     12               -3.7              122.9  
1989      1               -2.8                9.3  
1989      2               -1.2               37.0  
1989      3                1.4               44.1  
1989      4                1.8               91.0  
1989      5                7.2               44.8  
1989      6                8.3              111.6  
1989      7               12.0              110.7  
1989      8               11.5               90.0  
1989      9                8.3               67.5  
1989     10                5.3               37.2  
1989     11               -0.6               34.0  
1989     12               -1.2               46.0  
1990      1               -3.3               16.3  
1990      2               -0.2              230.7  
1990      3                0.4               15.0  
1990      4                0.9               69.8  
1990      5                8.1               59.5  
1990      6                9.3              173.1  
1990      7               12.1              114.8  
1990      8               12.1               93.3  
1990      9                7.4               83.0  
1990     10                6.6               64.6  
1990     11               -1.7               67.9  
1990     12               -6.6               34.3  
1991      1               -4.4               23.3  
1991      2               -6.4               20.9  
1991      3                2.2               42.3  
1991      4                0.6               21.5  
1991      5                2.7               63.8  
1991      6                8.8              120.5  
1991      7               13.7              156.5  
1991      8               13.1               29.0  
1991      9               10.6              110.0  
1991     10                3.7               18.9  
1991     11               -1.3               44.8  
1991     12               -5.1              191.9  
1992      1               -4.9                6.7  
1992      2               -4.1               87.6  
1992      3               -1.1              141.1  
1992      4                1.4               62.8  
1992      5                8.1               47.5  
1992      6                9.8               76.1  
1992      7               12.7              123.2  
1992      8               14.7              119.4  
1992      9                8.8               53.6  
1992     10                2.3               79.2  
1992     11                0.9              121.5  
1992     12               -3.6               57.0  
1993      1               -2.4               43.2  
1993      2               -4.7               35.3  
1993      3               -2.3               21.6  
1993      4                3.1               60.9  
1993      5                8.5               66.4  
1993      6               10.2              149.7  
1993      7               10.6              145.9  
1993      8               12.2              142.5  
1993      9                7.7               94.3  
1993     10                4.0              112.7  
1993     11               -2.4               26.0  
1993     12               -3.2              104.4  
1994      1               -3.9               96.0  
1994      2               -4.4               42.8  
1994      3                2.1               42.1  
1994      4                1.0               75.3  
1994      5                7.4              109.8  
1994      6               10.5              104.3  
1994      7               14.6              104.8  
1994      8               13.0              182.7  
1994      9                8.9              180.6  
1994     10                4.7               24.4  
1994     11                3.1               81.8  
1994     12               -2.1               33.2  
1995      1               -6.6              156.1  
1995      2               -1.6               54.0  
1995      3               -3.5               72.0  
1995      4                2.4               67.1  
1995      5                6.7               89.5  
1995      6                8.2              115.6  
1995      7               14.3              145.5  
1995      8               10.8              223.0  
1995      9                6.0               76.0  
1995     10                7.5                2.9  
1995     11               -1.5               52.4  
1995     12               -4.0               48.4  
1996      1               -1.7                1.4  
1996      2               -6.3               26.3  
1996      3               -3.1               33.2  
1996      4                3.0               36.4  
1996      5                6.8              100.5  
1996      6               11.1              118.9  
1996      7               11.1              165.2  
1996      8               11.0              152.9  
1996      9                5.4               72.5  
1996     10                4.1               97.0  
1996     11               -0.4              164.1  
1996     12               -3.6               27.0  
1997      1               -2.8               11.3  
1997      2               -2.1               41.6  
1997      3                0.8               52.9  
1997      4                0.5               76.2  
1997      5                7.1               70.9  
1997      6               10.1              179.3  
1997      7               10.4              179.2  
1997      8               12.9              118.1  
1997      9               10.5               43.9  
1997     10                4.9               56.8  
1997     11                0.4               68.3  
1997     12               -3.1               60.7  
1998      1               -4.3               41.9  
1998      2               -0.9                8.6  
1998      3               -1.7               63.9  
1998      4                2.2               64.7  
1998      5                8.0               31.9  
1998      6               10.9              153.4  
1998      7               12.4              151.7  
1998      8               12.6               93.3  
1998      9                7.9              124.2  
1998     10                3.6              124.4  
1998     11               -4.2               47.7  
1998     12               -4.4               28.0  
1999      1               -3.7               77.2  
1999      2               -6.8              236.9  
1999      3               -0.5               38.4  
1999      4                1.9               86.5  
1999      5                8.5              121.3  
1999      6                9.0              174.1  
1999      7               12.6               77.0  
1999      8               12.1              169.4  
1999      9               10.6              172.8  
1999     10                5.4               71.1  
1999     11               -2.8               55.8  
1999     12               -4.6               89.2  
2000      1               -6.5               72.6  
2000      2               -3.1               88.4  
2000      3               -1.0              108.0  
2000      4                3.2               51.1  
2000      5                8.5               66.7  
2000      6               11.8               63.9  
2000      7               10.1              234.0  
2000      8               12.9              185.1  
2000      9                9.2               85.0  
2000     10                5.7               76.4  
2000     11               -0.6              144.2  
2000     12               -1.2               14.4  
2001      1               -4.2               64.1  
2001      2               -3.4               90.5  
2001      3                1.3               92.6  
2001      4                0.4               82.3  
2001      5                9.4               38.5  
2001      6                8.8              287.9  
2001      7               12.3              156.2  
2001      8               13.3              159.5  
2001      9                5.3              137.8  
2001     10                7.8               52.9  
2001     11               -1.7               68.1  
2001     12               -6.9               37.8  
2002      1               -4.3               13.8  
2002      2               -1.0               38.1  
2002      3                0.4              118.6  
2002      4                2.5               41.0  
2002      5                7.3              136.3  
2002      6               12.8               99.1  
2002      7               12.1              132.3  
2002      8               11.4              207.4  
2002      9                6.9               71.1  
2002     10                4.6               95.2  
2002     11                0.9              224.7  
2002     12               -2.3               49.9  
2003      1               -6.3               45.4  
2003      2               -7.4               28.6  
2003      3                0.6                8.1  
2003      4                2.5               32.4  
2003      5                8.7               81.4  
2003      6               15.2              111.9  
2003      7               13.3              125.9  
2003      8               15.7              105.1  
2003      9                8.7               35.7  
2003     10                1.8              193.6  
2003     11                1.9               36.1  
2003     12               -2.7               44.5  
2004      1               -5.8              126.0  
2004      2               -4.4               49.2  
2004      3               -1.9               17.7  
2004      4                2.7               30.3  
2004      5                5.4               64.2  
2004      6               10.0              111.5  
2004      7               12.0              102.8  
2004      8               12.4              196.2  
2004      9                9.2               84.9  
2004     10                7.0               35.8  
2004     11               -0.9               32.1  
2004     12               -3.4               30.4  
2005      1               -6.5               79.9  
2005      2               -9.0               48.7  
2005      3               -1.7               25.9  
2005      4                3.1               35.0  
2005      5                7.7              125.3  
2005      6               11.9              102.6  
2005      7               12.1               90.7  
2005      8               10.1              192.1  
2005      9                9.6               52.5  
2005     10                6.5               45.5  
2005     11               -1.4               22.4  
2005     12               -6.9              102.3  
2006      1               -6.8               27.7  
2006      2               -5.5               37.8  
2006      3               -3.2               61.9  
2006      4                2.6               60.6  
2006      5                7.1              111.5  
2006      6               11.9               62.8  
2006      7               16.1               89.0  
2006      8                8.9              139.6  
2006      9               12.0               48.4  
2006     10                7.9               60.4  
2006     11                1.5               47.5  
2006     12               -1.8               41.3  
2007      1               -2.4               82.3  
2007      2               -1.0               40.5  
2007      3               -0.3               35.9  
2007      4                7.1               20.3  
2007      5                8.0               98.1  
2007      6               11.3              130.0  
2007      7               12.2              117.7  
2007      8               11.2              178.5  
2007      9                6.7              108.3  
2007     10                4.0               25.9  
2007     11               -2.5              118.9  
2007     12               -5.0               49.9  
2008      1               -2.6               43.9  
2008      2               -2.0               16.3  
2008      3               -2.4               69.8  
2008      4                1.1              136.9  
2008      5                8.6               51.7  
2008      6               11.4              116.5  
2008      7               11.7              218.3  
2008      8               12.2              160.9  
2008      9                7.4               96.2  
2008     10                5.1               59.1  
2008     11               -0.9              117.0  
2008     12               -4.4               77.1  
2009      1               -6.9               36.6  
2009      2               -5.6               61.3  
2009      3               -2.4               74.1  
2009      4                4.3               47.6  
2009      5                9.4               56.9  
2009      6               10.0              125.4  
2009      7               12.6              164.3  
2009      8               13.8              103.4  
2009      9               10.2               45.0  
2009     10                4.1               62.7  
2009     11                1.3               83.2  
2009     12               -5.8               68.1  
2010      1               -7.7               13.3  
2010      2               -5.3               30.1  
2010      3               -2.4               48.5  
2010      4                3.1               48.3  
2010      5                5.4              152.8  
2010      6               10.8               90.9  
2010      7               14.1              112.6  
2010      8               11.1              234.4  
2010      9                7.4               93.0  
2010     10                3.7               36.3  
2010     11               -1.0               88.3  
2010     12               -6.4               54.9  
2011      1               -4.9               38.8  
2011      2               -2.3               17.4  
2011      3                0.6               25.5  
2011      4                5.5               22.0  
2011      5                8.7              126.3  
2011      6               10.7              119.7  
2011      7               10.4              158.3  
2011      8               13.5              128.5  
2011      9               10.5              129.1  
2011     10                4.3              111.1  
2011     11                2.8                0.0  
2011     12               -3.1              193.7  
2012      1               -5.1              175.9  
2012      2               -9.5               47.4  
2012      3                1.0               26.3  
2012      4                2.7               68.3  
2012      5                7.9               48.2  
2012      6               12.0              186.0  
2012      7               12.4              168.1  
2012      8               14.0              156.1  
2012      9                9.2               88.4  
2012     10                5.4              101.4  
2012     11                1.5               56.4  
2012     12               -4.7              110.1  
2013      1               -4.7               39.0  
2013      2               -7.8               39.9  
2013      3               -1.8               31.6  
2013      4                3.8               37.0  
2013      5                5.4              142.9  
2013      6                9.9              106.5  
2013      7               14.4               62.7  
2013      8               13.0               95.9  
2013      9                9.0              130.2  
2013     10                6.4              115.6  
2013     11               -1.9               93.9  
2013     12               -2.0               28.6  
2014      1               -2.6               55.0  
2014      2               -2.1               66.2  
2014      3                0.7               35.4  
2014      4                4.4               36.4  
2014      5                6.4               48.0  
2014      6               11.4              152.2  
2014      7               11.8              173.3  
2014      8               10.4              167.3  
2014      9                9.2               60.2  
2014     10                6.4              102.4  
2014     11                3.5               75.6  
2014     12               -2.2               49.6  
2015      1               -4.1               87.6  
2015      2               -5.5               22.7  
2015      3               -0.2               76.7  
2015      4                3.1               45.1  
2015      5                7.7              136.2  
2015      6               11.8               95.5  
2015      7               16.0               75.7  
2015      8               14.1               90.2  
2015      9                7.6              130.0  
2015     10                4.5               67.1  
2015     11                2.2               21.6  
